brand_name,brand_handle,brand_gid,metaobject_type,aliases,updated_at,fields_json
ATI Performance Products,ati,gid://shopify/Metaobject/228482842989,brand,,2026-02-11T17:53:43Z,"{""brand_name"": ""ATI Performance Products"", ""description"": ""We, at Diesel Power Products, use ATI Performance Products exclusively for their Super Damper Harmonic Damper. ATI designs Harmonic Dampers for Cummins, Powerstroke, and Duramax engines.<br>\n<br>\nWhether you're building a full-blown sled puller, or doing some mild upgrades on your tow rig, this is one of the best upgrades you can do to your engine.  By reducing torsional vibration at the crankshaft, you will significantly reduce wear on your engine, as well as allow power to come on much quicker and smoother by balancing out the engine.<br>\n<br>\nATI manufactures a multitude of high performance parts including competition transmissions, Treemaster converters, Torsional Super Dampers, Compu-Flow Valve Bodies, flexplates, and adapter kits as well as a wide variety of performance enhancing internal components. ATI's commitment to racing has allowed the company to maintain a prominent position on the cutting edge of high performance component design and manufacturing"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_ati.jpg?v=1748897591"", ""image_file"": ""gid://shopify/MediaImage/53058242183533"", ""collection"": ""gid://shopify/Collection/623876014445""}"
ATS Diesel Performance,atsdiesel,gid://shopify/Metaobject/228482056557,brand,,2025-07-15T21:55:36Z,"{""brand_name"": ""ATS Diesel Performance"", ""description"": ""<b>ATS DIESEL PERFORMANCE</b>\n<p>ATS Diesel Performance, based out of Arvada, Colorado is a diesel performance manufacturing company that designs, engineers, and manufactures upgraded transmission components, valve bodies, patented heavy duty torque converters, exhaust and intake manifolds, electronics, turbochargers, dual CP3 injection pumps, and more for Cummins, Powerstroke, and Duramax powered diesel trucks. Operating out of a humongous 110,000 square foot facility in the heart of the Rocky Mountains allows ATS to keep operations in-house, as opposed to overseas sourcing, and then gruelingly test their products at altitude and through grades and descents that would make other companies think twice. From full-time RV users who travel nonstop, to high horsepower competition based vehicles, ATS has the answers.</p>\n<b>ATS DIESEL TRANSMISSIONS</b>\n<p>Clint Cannon and Ranee Elder founded Automotive Transmission Specialists in 1993. At that time, the company specialized in transmission repair for all types of vehicles. In 1997 the company \""Performance Torque Converters\"" was founded and they started doing torque converter rebuilds in house. Bringing the capability of building torque converters in house gave them more flexibility to service their racing customers. As the popularity of diesel trucks grew and more people became aware of the power upgrades available for their diesels, problems with diesel transmissions emerged. </p>\n<p>Clint started research and development into a more robust torque converter to address the transmission issues. It was discovered that a clutch pack design was the answer to providing a robust torque converter. The development of the TripleLok Torque Converter and a company focus on Diesel Performance products resulted in a rename of the company to ATS Diesel Performance.</p>\n<p>By having their foot in the door before most, it allowed ATS Diesels transmission upgrades to grow with the demands of diesel trucks, putting them at the forefront of reliability. Fortunately for us, Clint didnt stop with transmissions and began to explore and refine upgraded turbochargers, intake and exhaust manifolds, and anything else to generate additional power with the ever present mindset of maintaining powertrain reliability.</p>\n<b>ATSDiesel products are proudly made in the USA.</b>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_ATSDiesel.png?v=1748897591"", ""image_file"": ""gid://shopify/MediaImage/51870248042861"", ""collection"": ""gid://shopify/Collection/623876473197""}"
AccuAir,accuair,gid://shopify/Metaobject/228482449773,brand,,2026-02-11T17:48:39Z,"{""brand_name"": ""AccuAir"", ""description"": ""Diesel Power Products is proud to offer the complete line of AccuAir air system for your truck or Jeep. This includes everything from compressors, to tanks, to manifolds and all of the other accessories needed to help you complete your air suspension system.\n\nAccuAir Suspension delivers next generation air suspension control for automotive applications by designing and manufacturing one of the most accurate air suspension controllers in the world. Their technology innovations allow end users like you to drive comfortably and consistently, knowing that the core of every AccuAir system has been proven on more than 40,000 vehicles over 10 years. Their products are easy to use, easy to install, and industry trusted since 2001."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_accuair.jpg?v=1748897591"", ""image_file"": ""gid://shopify/MediaImage/53058186903917"", ""collection"": ""gid://shopify/Collection/623884173677""}"
Accutrim,accutrim,gid://shopify/Metaobject/228483629421,brand,,2026-02-11T17:49:03Z,"{""brand_name"": ""Accutrim"", ""description"": ""For those of us that love our trucks, but hate the cracked dash or door panel, we offer Accutrim whom is a leader in aftermarket replacement interior pieces.&nbsp; You'll add new life to your interior with easy to install, cost effective solutions.&nbsp; We first started using Accutrim for their plastic dash overlays to cover the notorious cracked dash of the 2nd Generation 1998-2002 Ram dash and have since utilized them for numerous other trim pieces with great success."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_Accutrim.jpg?v=1748897591"", ""image_file"": ""gid://shopify/MediaImage/53058190705005"", ""collection"": ""gid://shopify/Collection/623876604269""}"
Adams Driveshaft & Offroad,adamsdriveshaft,gid://shopify/Metaobject/228482220397,brand,,2025-07-21T15:38:41Z,"{""brand_name"": ""Adams Driveshaft & Offroad"", ""description"": ""When only the best craftsmanship, and integrity will do, Adams Driveshaft is your #1 source for all of your driveshaft and suspension needs. Adams Driveshaft has been in the drivetrain business for over 35 years and are diligently producing new products to consistently meet your offroad needs. Adams Driveshaft custom builds driveshafts using only the best components made by American companies Spicer and Neapco."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_adamsdriveshaft.png?v=1752771273"", ""image_file"": ""gid://shopify/MediaImage/52039422935405"", ""collection"": ""gid://shopify/Collection/623884927341""}"
Aeroturbine,aeroturbine,gid://shopify/Metaobject/228481597805,brand,,2025-07-21T15:45:18Z,"{""brand_name"": ""Aeroturbine"", ""description"": ""For us, there is no question what the answer would be for any of our staff if asked what our favorite muffler is. We have been AN Aeroturbine muffler distributors for over 10 years now and every truck in our parking lot has one of their mufflers installed. Aero Exhaust has been through some turmoil over the past couple of years, but they are BACK! And we are so pleased to be able to offer their superior muffler design again. <br>\n<br>\nFor those unfamiliar, these mufflers are designed to create an internal vortex in the exhaust to literally \""suck\"" the exhaust away from the engine, reducing exhaust gas temperatures. Beyond this attribute, these mufflers create a unique sound, and when opting for any of the \""XL\"" resonated versions, they are awesome at cancelling out any drone inside of the cab. And finally, the construction is a work of art. Built out of T304 stainless steel inside and out, without any of the traditional packing used by many other manufacturers that is notorious for breaking down over time."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_aeorturbine.png?v=1752770368"", ""image_file"": ""gid://shopify/MediaImage/52039385940333"", ""collection"": ""gid://shopify/Collection/623876669805""}"
Air Lift Company,airlift,gid://shopify/Metaobject/228487856493,brand,,2026-02-11T17:51:35Z,"{""brand_name"": ""Air Lift Company"", ""description"": ""Air Lift Company has developed dependable air spring suspension products since their inception in 1949. The original product, a rubber air spring inserted into a car factorys coil spring, was created and patented in 1950. Theyve come a long way since 1949, but still maintain to be a dedicated suspension specialist company.<br>\n<br>\nAll of Air Lift's efforts are spent ensuring your safety and comfort by designing, engineering and manufacturing the highest quality suspension products. They are a family owned business based in Lansing, Michigan and make your family and cargos safety their top priority. Air Lift load support products are sold worldwide and are engineered to fit over 543 vehicles. Their extensive product line offers air helper springs for trucks, RVs, SUVs, CUVs and vans, and the most technologically advanced on-board air compressor systems for on-the-go air spring control.<br>\n<br>\nAir Lift leads the industry in no-drill applications  kits that simply bolt onto your vehicles frame, speeding the installation process.  Teams work constantly to bring innovative products to you and upgrade existing products with the latest technology. Air Lift's custom division designs and manufactures suspension and air compressor systems for emergency and handicap vehicles. \nTodays products are an evolution of Air Lifts revolutionary development programs that apply the use of air springs in light truck and motor home suspensions. Air Lift has received the most awards in the industry from SEMA, recognizing a commitment to quality and innovation."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_Airlift.jpg?v=1748897591"", ""image_file"": ""gid://shopify/MediaImage/53058210464109"", ""collection"": ""gid://shopify/Collection/623876178285""}"
AirDog by Pureflow,airdog,gid://shopify/Metaobject/228481302893,brand,,2025-07-30T17:09:18Z,"{""brand_name"": ""AirDog by Pureflow"", ""description"": ""PureFlow Technologies aka Airdog has established themselves as one of the œgo to companies for factory replacement and upgraded fuel pumps for the light duty diesel performance truck market with their AirDog and Raptor lines.  If you are looking for just a reliable source of fuel, their <strong>Raptor</strong> stand alone pumps are the answer. You guys with 1998.5-2002 2nd Gen Cummins diesels equipped with Bosch VP44 injection pumps know how important this is to avoid pump failure. When lift pump pressure drops below 5psi you run the risk of ruining the expensive VP44 injection pump. The Raptor fuel pump gives you peace of mind with a LIFETIME WARRANTY , a built in ADJUSTABLE REGULATOR that supplies a constant 15-17psi available in flow rates of 100 and 150 GPH, complete truck specific installation kit with no drill mounting brackets and standard Â½ big line kit included.<br>\n<br>\nFor those of you that prefer the added security of having a filter system to go along with your lift pump, PureFlow offers the <strong>AirDog</strong> and AirDog II systems. The original AirDogÂ® provides a cost effective technology designed specifically for diesel pickups to remove water, particulates, vapor and entrained air from diesel fuel. The AirDogÂ® replaces the Cummins factory lift pump and filter system, and enhances the existing fuel delivery and filtration system for Powerstroke and Duramax engines. Your High Performance diesel engine demands higher fuel flows. Yet, higher fuel flows increase the vacuum at the fuel pump and agitation in the fuel tank. These factors generate additional air/vapor in the fuel system preventing your engine from producing maximum power and efficiency. Additionally, air/vapor can cause galling and pitting of the injector barrel/plunger assembly and also tip erosion. The AirDogÂ® eliminates the air in the fuel that robs your engine of consistently greater performance and can also cause permanent damage to your injectors. The AirDogÂ® also provides the fuel volume your diesel engine needs to produce maximum power, any time, every time! Increased diesel fuel economy, reduced emissions and increase power output are the net results.<br>\n<br>\nThe AirDog II system improves on the original AirDog by offering demand flow, so that the unit only draws as much fuel from the tank  through the tank module  as is required by the engine, and then returns only air and a dribble of fuel to the tank. What does this mean? Connecting to the tank module means there is no need to drill holes in the fuel tank to install an aftermarket fuel draw straw, so installation with the included fittings is QUICK and EASY. The AirDog II also features either a preset or adjustable stainless steel pressure regulator. As always, all AirDog II units come complete with fittings, fuel lines, mounting brackets, and full-color installation manual specific to each model truck.<br>\n<br>\nWe have fielded numerous calls regarding model years 1998.5  2004 Dodge trucks modified with in-tank fuel pumps. To facilitate an easier installation, Pureflow offers models available for 1998.5  2004 Cummins that are standard without an in-tank pump, or that have been modified with the in-tank pump. Please note that this option applies to 100 GPH models only, as the higher-flow models (150 GPH and up) will still come standard with the suction tube kit and bypass the in-tank pump anyway.<br>\n<br>\nAnd finally, for the 1998.5-2002 Cummins owner that has a failed factory, block mounted pump, and merely looking for a stellar upgrade over stock, but not wanting to jump into a frame mounted system, the Factory Replacement Raptor is your answer. This features 100 GPH of reliable fuel delivery and mounts in the factory location for ease of installation. The FRRP is a great alternative for those only running a programmer and are not concerned with additional filtration. This unit only comes with a four year warranty, in contrast to the lifetime warranty of Pureflow's frame mounted systems."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_airdog.png?v=1748897591"", ""image_file"": ""gid://shopify/MediaImage/51870247813485"", ""collection"": ""gid://shopify/Collection/623876374893""}"
Airaid,airaid,gid://shopify/Metaobject/228481007981,brand,,2026-02-11T17:50:37Z,"{""brand_name"": ""Airaid"", ""description"": ""<p>Do you want improved horsepower, torque, fuel economy, and throttle response, without breaking the budget? Of course you do! Then look no further than Airaid to improve your engine's airflow.</p>\n<p>Founded in 1997, Airaid advanced the automotive aftermarket industry with the introduction of its Airaid Intakes brand of air intake systems. Initially developed for light trucks and sport utility vehicles, the first Airaid kits combined an open element cotton gauge filter with an intake tube to produce an innovative, easy to install intake kit which dramatically increased air flow, horsepower, and torque, while improving overall engine performance.</p>\n<p>Within five years, it became evident that Airaid's blend of technology and state of the art materials were just what the performance parts market was missing. Airaid Premium Filters were introduced in November 2002, securing Airaid's place as a leader in air management for both gasoline AND diesel power plants.</p>\n<p>Each Airaid product line is the result of exhaustive research and development. Their in-house engineering team consists of both mechanical and industrial design engineers using the latest 3-D CAD modeling equipment to produce advanced designs that make more power right out of the box. All products are further tested on their Mustang chassis dyno to produce real world performance numbers.</p>\n<p>All Airaid Premium Filters are produced in-house using only the finest materials available and highly specialized manufacturing equipment to ensure a level of quality control no other filter company can match. This is just one of the many reasons why all of Airaid's filters are backed by their \""No Hassle\"" Lifetime warranty. All of Airaid's products are <b>PROUDLY MANUFACTURED IN THE USA!</b></p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_airaid.jpg?v=1748897591"", ""image_file"": ""gid://shopify/MediaImage/53058208235885"", ""collection"": ""gid://shopify/Collection/623876309357""}"
Alliant Power,alliantpower,gid://shopify/Metaobject/228481040749,brand,,2025-07-21T15:43:54Z,"{""brand_name"": ""Alliant Power"", ""description"": ""<b>ALLIANT POWER DIESEL COMPONENTS FOR DIESEL ENTHUSIASTS</b>\n<p>Lets face it: when your manufacturer's warranty expires, you're not going to settle for just any old parts for your diesel truck. You're looking for something that stands up to your tough demands. That's where Alliant Power comes in. Specializing in top-notch aftermarket parts for Powerstroke, Duramax, and Cummins engines, Alliant Power has got what it takes to amp up your trucks performance. Injectors, IPR valves, high-pressure oil pumps”you name it, theyve got it. These parts will keep your diesel not just humming, but roaring down the highway or across rugged terrain.</p>\n<b>ALLIANT POWER INJECTORS: PRECISION FUEL DELIVERY FOR YOUR DIESEL ENGINE</b>\n<p>Step up your game with Alliant Power Injectors, where precision meets power in the heart of your diesel engine. Designed for those who refuse to settle for less, Alliant injectors are the champions of superior performance and stellar fuel efficiency. Each injector is a marvel of engineering, crafted to deliver fuel with pinpoint accuracy, ensuring your engine runs smoother, faster, and more efficiently than ever before. Ideal for hauling, hard rides, and high stakes, these injectors keep your truck firing on all cylinders even in the toughest conditions. </p>\n<b>Why Alliant Power? Because Ordinary Doesnt Cut It.</b>\n<p><b>Quality That Speaks for Itself:</b> Alliant Power parts are crafted to not only meet but blast past OEM standards. Got a 7.3L Powerstroke that needs a new lease on life or a Duramax that could use a boost? These parts are tested tough and built to keep you ahead of the pack without burning a hole in your wallet.</p>\n<p><b>Selection That Covers Your Needs:</b> From the basic upgrades to the bare necessities, our lineup of Alliant Power products is comprehensive and compelling. Theyre the champions of the aftermarket world, ready to bring your truck back to its former glory and beyond.</p>\n<p><b>Prices That Wont Break the Bank:</b> High quality doesnt have to mean high prices. Alliant Power offers premium parts without the premium tag, so you can upgrade without the upcharge. Its quality with a smile, ensuring that you keep rolling without financial woes.</p>\n<b>Shop Alliant Power Today - Diesel Power Products</b>\n<p>Dive into our selection of Alliant Power parts and discover why truck enthusiasts turn to us when they need reliable upgrades. With a knack for nailing down what your diesel needs, our team at Diesel Power Products is ready to guide you to the perfect part, every time. Got questions? Hit up our FAQs or give our experts a shout. Were here to turbocharge your trucks performance with parts that push the limits.</p>\n<p>Don't just take our word for it”once you try Alliant Power, youll know youve made the right choice. Hold on tight, because with Alliant Power products under the hood, things are about to get a lot more exciting.</p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_alliantpower.png?v=1752771071"", ""image_file"": ""gid://shopify/MediaImage/52039417856365"", ""collection"": ""gid://shopify/Collection/623875752301""}"
Alpharex Performance Lighting,alpharex,gid://shopify/Metaobject/228483334509,brand,,2026-02-11T17:51:53Z,"{""brand_name"": ""Alpharex Performance Lighting"", ""description"": ""<p>Take your truck to the next level with a set of AlphaRex headlights. AlphaRex specializes in designing and manufacturing superior automotive after-market performance lighting. Alpharex's goal is to produce lighting products, and technology, that are unrivaled. With their revolutionary PATENTED full L.E.D technology and Nova-Series L.E.D headlights mark the debut of their distinctive brand.<p/>\n<p>At AlphaRex, they believe that unsurpassed quality and originality is the key to stay above the competition, and it is their mission to bring much sought-after advanced products to their customers. With 20 years of manufacturing experience, their factory is without a doubt the pioneer of the performance lighting industry, and capable of successfully designing and manufacturing lighting products for our ever-evolving industry. They design their lights from scratch, patent every component they have designed, and guarantee that their products are compliant with the SAE and DOT requirements. Their products are also certified to ISO-9000, ISO-9001 and ISO-9002 standards. They inspect every detail of their lights to ensure that their customers are more than satisfied with every detail. Alpharex strongly believes that excellent customer service and technical support is the key to success.<p/>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_alpharex.png?v=1748897591"", ""image_file"": ""gid://shopify/MediaImage/53058221146477"", ""collection"": ""gid://shopify/Collection/623883485549""}"
American Axle & Manufacturing (AAM),aam,gid://shopify/Metaobject/228486185325,brand,,2025-07-21T15:42:38Z,"{""brand_name"": ""American Axle & Manufacturing (AAM)"", ""description"": ""<b>AAM is dedicated to delivering the power that propels the world forward</b>\n<p>As a prominent global tier 1 automotive supplier headquartered in Detroit, they specialize in designing, engineering, and manufacturing cutting-edge systems and technologies that are shaping the future of vehicles. Their focus lies in making vehicles smarter, lighter, safer, and more efficient for the next generation.</p>\n<p>In the realm of aftermarket solutions, AAM designs, tests, and validates components to the precise specifications of vehicle manufacturers. Their manufacturing operations, encompassing processes such as heat treating, sealing, and gear cutting, employ proprietary methods and technologies. For instance, their gear-cutting technology ensures that each gear-box meets the exact noise vibration-harshness (NVH) characteristics established by the vehicle manufacturer. This meticulous attention to detail is crucial, as the use of non-OE axle components may lead to unwanted noise, vibration, or substandard handling.</p>\n<p>By opting for original equipment (OE) quality components, you can eliminate come-backs and ensure customer satisfaction. AAM OE components are guaranteed to meet the same specifications as the parts they replace, delivering performance that adheres to the standards set by vehicle manufacturers. Their components help you stand behind your work, providing assurance in areas such as noise, vibration, and harshness (NVH), as well as proper fit.</p>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_aam.png?v=1752771105"", ""image_file"": ""gid://shopify/MediaImage/52039418839405"", ""collection"": ""gid://shopify/Collection/623876112749""}"
American Racing Wheels | ATX Series,americanracing,gid://shopify/Metaobject/228481827181,brand,,2025-07-21T15:42:13Z,"{""brand_name"": ""American Racing Wheels | ATX Series"", ""description"": ""American Racing has been building high quality, stylish wheels since the beginning. The ATX Series is a wheel division of American Racing, delivering more quality, stylish wheels as you'd come to expect from American Racing, but with an eye towards offroad applications, both in the design, as well as the integrity. So if you're ready for a wheel upgrade that will deliver the appearance and function you're after, you need to consider a set of ATX rims."", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_americanRacingWheels.png?v=1752771136"", ""image_file"": ""gid://shopify/MediaImage/52039419691373"", ""collection"": ""gid://shopify/Collection/623876407661""}"
Apex Chassis,apexchassis,gid://shopify/Metaobject/228482318701,brand,,2025-07-21T15:40:55Z,"{""brand_name"": ""Apex Chassis"", ""description"": ""<b>APEX STEERING</b>\n<p>Apex Chassis is a company that has a rich history in building quality suspension and steering components. After selling their previous company, XRF Chassis, the concept of Apex Chassis was born out of the desire to not try to make a part for everything, but to focus more on a select group: hard working Jeep and 4x4 vehicles. With a focus on a smaller group of vehicles, it's given Apex the opportunity to truly focus on geometry, build quality, and taking their manufacturing to a whole other level. Apex designs, engineers and manufactures everything that has their name on it. This is to ensure the highest level of quality and that their products are built right so to stand the test of time and abuse. Many of the components that have put Apex Chassis on the map are related to steering upgrades, notably their heavy duty, greasable drag links and tie rods for Ram, Ford, Jeep, and GM's. All of these are not your typical auto parts store replacements, rather each features substantially larger diameter material to avoid deflection found in the stock pieces, greasable tie rod ends, and so much more to withstand the rigors of high mileage, offroad use, and larger than stock tires. Above and beyond these parts, Apex took much of what they learned as XRF and offer their line of Extreme Duty ball joints that deliver robust integrity at a price point that's impossible to beat. And the list goes on for Apex steering components.</p>\n<b>APEX SUSPENSION</b>\n<p>Hopefully you didn't think Apex Chassis only did steering upgrades! That's right, Apex also specializes in heavy duty suspension components to complement their steering upgrades. How about adjustable track bars with with greasable tie rod ends for increased longevity? And why would you want the track bar to be adjustable in length? Easy, if you've leveled or lifted the truck's suspension, it will push the front axle towards the drivers side due to triangulation. By extending the length of the track bar, you are then able to recenter the axle to where it should be, sitting square under the frame rails. Or how about heavy duty sway bar end links to upgrade the stock ones that are known for snapping? Either way, Apex has a lon list of suspension upgrades for your Ford, Ram, Chevy, or Jeep. From the weekend warrior to the long haul driver to those who aspire to race in Baja, Apex Chassis builds top shelf products for your rig to help you take on whatever comes your way.</p>\n<b>THE APEX DIFFERENCE</b>\n<p>At APEX, they design, engineer and manufacture all of of their SKU's to their own exact specifications. If it says APEX on it, from start to finish, it is their product. Many \""steering\"" companies make tubes and then outsource the most complicated and important part of the system, the ends. At APEX every component in your steering system is designed, engineered and manufactured by APEX to work together for the best possible system. In an APEX steering system, they also ensure that all the geometry is built into the forged steel ends, so you will never see bends in the tubes. Bends in tubes are used as an inexpensive way to re-purpose straight tie rod ends when a custom engineered off-set tie rod should be used.<br></p>\n<b>SHOP APEX DIESEL PERFORMANCE PRODUCTS!</b>"", ""image"": ""https://cdn.shopify.com/s/files/1/0892/2487/2301/files/brandlogo_apexchassis.png?v=1752771192"", ""image_file"": ""gid://shopify/MediaImage/52039421002093"", ""collection"": ""gid://shopify/Collection/623883583853""}"
